phase,time,confidence
P,2022-12-20T22:38:18.838400Z,0.900
P,2022-12-20T22:38:25.308400Z,0.103
P,2022-12-20T22:38:43.258400Z,0.936
P,2022-12-20T22:39:09.428400Z,0.665
P,2022-12-20T22:39:15.618400Z,0.611
P,2022-12-20T22:39:25.418400Z,0.211
P,2022-12-20T22:39:30.478400Z,0.976
P,2022-12-20T22:40:09.438400Z,0.984
P,2022-12-20T22:40:39.528400Z,0.167
P,2022-12-20T22:40:59.778400Z,0.823
P,2022-12-20T22:41:17.798400Z,0.111
P,2022-12-20T22:41:24.328400Z,0.470
P,2022-12-20T22:41:38.988400Z,0.438
P,2022-12-20T22:41:44.338400Z,0.181
P,2022-12-20T22:42:24.498400Z,0.966
P,2022-12-20T22:43:10.098400Z,0.990
P,2022-12-20T22:43:40.958400Z,0.948
P,2022-12-20T22:43:45.668400Z,0.360
P,2022-12-20T22:44:30.468400Z,0.228
P,2022-12-20T22:45:04.748400Z,0.982
P,2022-12-20T22:45:09.428400Z,0.270
P,2022-12-20T22:45:21.738400Z,0.358
P,2022-12-20T22:45:28.668400Z,0.424
P,2022-12-20T22:45:52.988400Z,0.170
P,2022-12-20T22:46:27.098400Z,0.138
P,2022-12-20T22:46:36.998400Z,0.449
P,2022-12-20T22:47:32.108400Z,0.947
P,2022-12-20T22:47:45.098400Z,0.100
P,2022-12-20T22:47:58.198400Z,0.144
P,2022-12-20T22:48:10.738400Z,0.320
P,2022-12-20T22:48:41.138400Z,0.117
P,2022-12-20T22:48:44.308400Z,0.703
P,2022-12-20T22:48:51.998400Z,0.540
P,2022-12-20T22:48:55.578400Z,0.552
P,2022-12-20T22:48:58.628400Z,0.655
P,2022-12-20T22:49:05.938400Z,0.284
P,2022-12-20T22:49:13.038400Z,0.731
P,2022-12-20T22:49:18.258400Z,0.381
P,2022-12-20T22:49:24.868400Z,0.131
P,2022-12-20T22:49:31.668400Z,0.137
P,2022-12-20T22:49:41.238400Z,0.850
P,2022-12-20T22:49:45.818400Z,0.262
P,2022-12-20T22:49:55.048400Z,0.629
P,2022-12-20T22:50:05.328400Z,0.982
P,2022-12-20T22:50:12.478400Z,0.219
P,2022-12-20T22:50:19.078400Z,0.989
P,2022-12-20T22:50:25.058400Z,0.112
P,2022-12-20T22:51:00.728400Z,0.181
P,2022-12-20T22:51:07.888400Z,0.528
P,2022-12-20T22:51:14.428400Z,0.806
P,2022-12-20T22:51:20.408400Z,0.168
P,2022-12-20T22:51:38.128400Z,0.215
P,2022-12-20T22:51:50.408400Z,0.392
P,2022-12-20T22:52:05.978400Z,0.107
P,2022-12-20T22:52:37.328400Z,0.311
P,2022-12-20T22:52:40.598400Z,0.804
P,2022-12-20T22:52:49.498400Z,0.822
P,2022-12-20T22:52:54.588400Z,0.108
P,2022-12-20T22:52:59.988400Z,0.105
P,2022-12-20T22:53:02.268400Z,0.121
P,2022-12-20T22:53:22.578400Z,0.967
P,2022-12-20T22:53:48.508400Z,0.811
P,2022-12-20T22:53:57.478400Z,0.101
P,2022-12-20T22:54:29.078400Z,0.291
P,2022-12-20T22:54:33.548400Z,0.385
P,2022-12-20T22:54:34.828400Z,0.174
P,2022-12-20T22:54:40.268400Z,0.338
P,2022-12-20T22:54:45.668400Z,0.334
P,2022-12-20T22:54:49.868400Z,0.421
P,2022-12-20T22:54:52.898400Z,0.499
P,2022-12-20T22:55:09.848400Z,0.868
P,2022-12-20T22:56:09.798400Z,0.190
P,2022-12-20T22:56:17.398400Z,0.151
P,2022-12-20T22:56:30.168400Z,0.981
P,2022-12-20T22:57:19.378400Z,0.574
P,2022-12-20T22:57:25.618400Z,0.138
P,2022-12-20T22:57:35.458400Z,0.331
P,2022-12-20T22:57:44.448400Z,0.399
P,2022-12-20T22:57:49.558400Z,0.971
P,2022-12-20T22:57:55.388400Z,0.190
P,2022-12-20T22:58:03.298400Z,0.290
P,2022-12-20T22:58:14.448400Z,0.934
P,2022-12-20T22:58:30.778400Z,0.624
P,2022-12-20T22:58:33.898400Z,0.988
P,2022-12-20T22:59:17.238400Z,0.922
P,2022-12-20T22:59:27.588400Z,0.122
P,2022-12-20T22:59:37.588400Z,0.485
P,2022-12-20T22:59:44.408400Z,0.213
P,2022-12-20T23:00:02.248400Z,0.136
P,2022-12-20T23:00:40.068400Z,0.890
P,2022-12-20T23:00:54.498400Z,0.114
P,2022-12-20T23:00:59.298400Z,0.285
P,2022-12-20T23:01:41.748400Z,0.760
P,2022-12-20T23:01:45.758400Z,0.138
P,2022-12-20T23:02:05.478400Z,0.981
P,2022-12-20T23:02:59.958400Z,0.987
P,2022-12-20T23:03:05.928400Z,0.540
P,2022-12-20T23:03:24.818400Z,0.220
P,2022-12-20T23:03:26.948400Z,0.850
P,2022-12-20T23:03:30.038400Z,0.183
P,2022-12-20T23:03:53.078400Z,0.105
P,2022-12-20T23:03:57.678400Z,0.109
P,2022-12-20T23:04:00.538400Z,0.167
P,2022-12-20T23:04:36.548400Z,0.133
P,2022-12-20T23:04:41.218400Z,0.742
P,2022-12-20T23:04:46.228400Z,0.668
P,2022-12-20T23:04:52.628400Z,0.175
P,2022-12-20T23:05:19.068400Z,0.963
P,2022-12-20T23:05:22.638400Z,0.160
P,2022-12-20T23:05:27.708400Z,0.102
P,2022-12-20T23:05:56.458400Z,0.424
P,2022-12-20T23:06:05.478400Z,0.245
P,2022-12-20T23:06:23.808400Z,0.837
P,2022-12-20T23:06:30.828400Z,0.141
P,2022-12-20T23:06:42.248400Z,0.987
P,2022-12-20T23:07:05.728400Z,0.361
P,2022-12-20T23:08:11.608400Z,0.933
P,2022-12-20T23:08:16.928400Z,0.106
P,2022-12-20T23:08:43.848400Z,0.106
P,2022-12-20T23:08:45.588400Z,0.740
P,2022-12-20T23:08:55.788400Z,0.150
P,2022-12-20T23:09:04.648400Z,0.211
P,2022-12-20T23:09:07.678400Z,0.258
P,2022-12-20T23:10:02.818400Z,0.732
P,2022-12-20T23:10:08.468400Z,0.118
P,2022-12-20T23:10:16.658400Z,0.473
P,2022-12-20T23:10:20.658400Z,0.784
P,2022-12-20T23:10:27.848400Z,0.316
P,2022-12-20T23:11:00.588400Z,0.945
P,2022-12-20T23:11:05.338400Z,0.124
P,2022-12-20T23:11:12.298400Z,0.758
P,2022-12-20T23:11:17.948400Z,0.135
P,2022-12-20T23:11:31.148400Z,0.957
P,2022-12-20T23:12:03.128400Z,0.544
P,2022-12-20T23:12:07.808400Z,0.858
P,2022-12-20T23:12:50.978400Z,0.987
P,2022-12-20T23:13:12.508400Z,0.985
P,2022-12-20T23:13:50.488400Z,0.926
P,2022-12-20T23:14:04.398400Z,0.982
P,2022-12-20T23:14:56.878400Z,0.875
P,2022-12-20T23:15:06.698400Z,0.373
P,2022-12-20T23:15:12.468400Z,0.843
P,2022-12-20T23:15:28.328400Z,0.150
P,2022-12-20T23:15:34.158400Z,0.107
P,2022-12-20T23:15:39.448400Z,0.429
P,2022-12-20T23:15:50.228400Z,0.286
P,2022-12-20T23:16:05.718400Z,0.972
P,2022-12-20T23:16:46.558400Z,0.633
P,2022-12-20T23:17:09.348400Z,0.992
P,2022-12-20T23:17:40.748400Z,0.944
P,2022-12-20T23:17:46.038400Z,0.149
P,2022-12-20T23:18:19.058400Z,0.145
P,2022-12-20T23:18:44.288400Z,0.208
P,2022-12-20T23:18:57.098400Z,0.182
P,2022-12-20T23:19:08.978400Z,0.972
P,2022-12-20T23:19:39.438400Z,0.981
P,2022-12-20T23:19:41.408400Z,0.425
P,2022-12-20T23:19:45.928400Z,0.210
P,2022-12-20T23:19:55.278400Z,0.995
P,2022-12-20T23:20:00.908400Z,0.917
P,2022-12-20T23:20:06.088400Z,0.201
P,2022-12-20T23:20:28.008400Z,0.132
P,2022-12-20T23:21:16.818400Z,0.986
P,2022-12-20T23:21:37.508400Z,0.988
P,2022-12-20T23:21:41.768400Z,0.369
P,2022-12-20T23:21:56.568400Z,0.109
P,2022-12-20T23:22:22.358400Z,0.971
P,2022-12-20T23:22:52.058400Z,0.166
P,2022-12-20T23:23:11.778400Z,0.103
P,2022-12-20T23:23:25.748400Z,0.978
P,2022-12-20T23:23:30.918400Z,0.134
P,2022-12-20T23:23:59.738400Z,0.128
P,2022-12-20T23:24:13.608400Z,0.107
P,2022-12-20T23:24:20.838400Z,0.429
P,2022-12-20T23:24:55.798400Z,0.189
P,2022-12-20T23:25:24.368400Z,0.339
P,2022-12-20T23:25:43.798400Z,0.979
P,2022-12-20T23:25:58.118400Z,0.114
P,2022-12-20T23:26:17.138400Z,0.672
P,2022-12-20T23:26:23.158400Z,0.251
P,2022-12-20T23:26:33.028400Z,0.993
P,2022-12-20T23:26:40.148400Z,0.110
P,2022-12-20T23:26:56.168400Z,0.972
P,2022-12-20T23:27:29.068400Z,0.426
P,2022-12-20T23:27:45.208400Z,0.920
P,2022-12-20T23:27:54.918400Z,0.969
P,2022-12-20T23:28:21.198400Z,0.300
P,2022-12-20T23:28:39.208400Z,0.568
P,2022-12-20T23:29:05.818400Z,0.976
P,2022-12-20T23:29:24.428400Z,0.128
P,2022-12-20T23:29:28.288400Z,0.933
P,2022-12-20T23:29:39.518400Z,0.730
P,2022-12-20T23:29:45.628400Z,0.520
P,2022-12-20T23:30:02.898400Z,0.917
P,2022-12-20T23:30:08.968400Z,0.749
P,2022-12-20T23:30:19.888400Z,0.938
P,2022-12-20T23:30:25.158400Z,0.441
P,2022-12-20T23:30:33.338400Z,0.874
P,2022-12-20T23:30:38.028400Z,0.978
P,2022-12-20T23:30:59.328400Z,0.345
P,2022-12-20T23:31:04.858400Z,0.260
P,2022-12-20T23:31:19.848400Z,0.942
P,2022-12-20T23:31:29.188400Z,0.797
P,2022-12-20T23:31:40.368400Z,0.110
P,2022-12-20T23:31:57.738400Z,0.812
P,2022-12-20T23:32:21.578400Z,0.253
P,2022-12-20T23:32:44.808400Z,0.178
P,2022-12-20T23:33:05.818400Z,0.169
P,2022-12-20T23:33:22.938400Z,0.309
P,2022-12-20T23:33:24.108400Z,0.876
P,2022-12-20T23:33:34.218400Z,0.626
P,2022-12-20T23:33:39.678400Z,0.374
P,2022-12-20T23:34:17.158400Z,0.841
P,2022-12-20T23:34:33.008400Z,0.262
P,2022-12-20T23:34:34.028400Z,0.829
P,2022-12-20T23:35:19.228400Z,0.824
P,2022-12-20T23:35:24.908400Z,0.432
P,2022-12-20T23:35:46.848400Z,0.925
P,2022-12-20T23:35:49.818400Z,0.131
P,2022-12-20T23:35:57.048400Z,0.940
P,2022-12-20T23:36:03.598400Z,0.971
P,2022-12-20T23:36:31.298400Z,0.909
P,2022-12-20T23:36:36.548400Z,0.876
P,2022-12-20T23:36:48.328400Z,0.347
P,2022-12-20T23:36:51.378400Z,0.171
P,2022-12-20T23:36:59.808400Z,0.976
P,2022-12-20T23:37:06.328400Z,0.342
P,2022-12-20T23:37:26.188400Z,0.679
P,2022-12-20T23:37:55.778400Z,0.656
P,2022-12-20T23:38:14.658400Z,0.161
P,2022-12-20T23:38:28.988400Z,0.892
P,2022-12-20T23:39:06.018400Z,0.375
P,2022-12-20T23:40:03.068400Z,0.914
P,2022-12-20T23:40:31.778400Z,0.828
P,2022-12-20T23:40:44.908400Z,0.337
P,2022-12-20T23:40:53.798400Z,0.954
P,2022-12-20T23:40:58.588400Z,0.112
P,2022-12-20T23:41:09.548400Z,0.981
P,2022-12-20T23:41:57.128400Z,0.130
P,2022-12-20T23:42:34.028400Z,0.232
P,2022-12-20T23:43:18.718400Z,0.936
P,2022-12-20T23:43:20.358400Z,0.319
P,2022-12-20T23:43:51.468400Z,0.280
P,2022-12-20T23:44:11.178400Z,0.920
P,2022-12-20T23:44:33.928400Z,0.341
P,2022-12-20T23:44:40.778400Z,0.155
P,2022-12-20T23:44:51.608400Z,0.991
P,2022-12-20T23:45:26.418400Z,0.776
P,2022-12-20T23:45:48.758400Z,0.955
P,2022-12-20T23:46:26.958400Z,0.299
P,2022-12-20T23:46:45.768400Z,0.161
P,2022-12-20T23:46:54.088400Z,0.545
P,2022-12-20T23:47:00.248400Z,0.291
P,2022-12-20T23:47:17.798400Z,0.905
P,2022-12-20T23:47:35.838400Z,0.953
P,2022-12-20T23:48:46.258400Z,0.941
P,2022-12-20T23:48:52.538400Z,0.660
P,2022-12-20T23:49:04.578400Z,0.449
P,2022-12-20T23:49:28.398400Z,0.158
P,2022-12-20T23:49:31.588400Z,0.985
P,2022-12-20T23:49:59.718400Z,0.429
P,2022-12-20T23:50:18.018400Z,0.925
P,2022-12-20T23:50:28.608400Z,0.124
P,2022-12-20T23:50:33.228400Z,0.269
P,2022-12-20T23:50:57.578400Z,0.540
P,2022-12-20T23:51:02.278400Z,0.241
P,2022-12-20T23:51:03.338400Z,0.764
P,2022-12-20T23:51:16.818400Z,0.181
P,2022-12-20T23:51:32.788400Z,0.107
P,2022-12-20T23:51:36.708400Z,0.343
P,2022-12-20T23:51:42.348400Z,0.231
P,2022-12-20T23:52:17.598400Z,0.469
P,2022-12-20T23:52:34.378400Z,0.168
P,2022-12-20T23:52:44.368400Z,0.957
P,2022-12-20T23:52:57.128400Z,0.829
P,2022-12-20T23:53:02.318400Z,0.303
P,2022-12-20T23:53:14.558400Z,0.531
P,2022-12-20T23:53:47.208400Z,0.128
P,2022-12-20T23:53:49.308400Z,0.424
P,2022-12-20T23:54:28.988400Z,0.102
P,2022-12-20T23:54:37.658400Z,0.119
P,2022-12-20T23:54:51.608400Z,0.372
P,2022-12-20T23:54:57.538400Z,0.484
P,2022-12-20T23:55:06.068400Z,0.831
P,2022-12-20T23:55:15.488400Z,0.103
P,2022-12-20T23:55:20.738400Z,0.330
P,2022-12-20T23:55:28.618400Z,0.955
P,2022-12-20T23:55:30.548400Z,0.150
P,2022-12-20T23:56:01.518400Z,0.382
P,2022-12-20T23:56:13.228400Z,0.154
P,2022-12-20T23:56:21.718400Z,0.203
P,2022-12-20T23:56:28.778400Z,0.391
P,2022-12-20T23:56:34.158400Z,0.517
P,2022-12-20T23:56:58.738400Z,0.105
P,2022-12-20T23:57:32.638400Z,0.972
P,2022-12-20T23:57:49.468400Z,0.429
P,2022-12-20T23:57:53.468400Z,0.323
P,2022-12-20T23:57:59.208400Z,0.125
P,2022-12-20T23:58:49.328400Z,0.960
P,2022-12-20T23:59:04.198400Z,0.120
P,2022-12-20T23:59:22.468400Z,0.624
P,2022-12-20T23:59:58.798400Z,0.130
S,2022-12-20T00:01:48.918400Z,0.180
S,2022-12-20T00:01:51.058400Z,0.123
S,2022-12-20T00:01:59.898400Z,0.353
S,2022-12-20T00:02:18.138400Z,0.171
S,2022-12-20T00:02:21.118400Z,0.354
S,2022-12-20T00:02:23.148400Z,0.143
S,2022-12-20T00:02:26.928400Z,0.774
S,2022-12-20T00:02:29.018400Z,0.169
S,2022-12-20T00:02:31.188400Z,0.712
S,2022-12-20T00:02:34.228400Z,0.188
S,2022-12-20T00:02:48.798400Z,0.424
S,2022-12-20T00:02:49.858400Z,0.253
S,2022-12-20T00:02:57.748400Z,0.304
S,2022-12-20T00:03:10.318400Z,0.149
S,2022-12-20T00:03:12.128400Z,0.242
S,2022-12-20T00:03:17.328400Z,0.139
S,2022-12-20T00:03:18.768400Z,0.794
S,2022-12-20T00:06:00.118400Z,0.304
S,2022-12-20T00:06:16.418400Z,0.622
S,2022-12-20T00:06:21.558400Z,0.248
S,2022-12-20T00:06:23.468400Z,0.285
S,2022-12-20T00:06:30.278400Z,0.198
S,2022-12-20T00:07:19.168400Z,0.152
S,2022-12-20T00:07:33.848400Z,0.100
S,2022-12-20T00:07:38.978400Z,0.439
S,2022-12-20T00:07:43.488400Z,0.815
S,2022-12-20T00:08:03.988400Z,0.271
S,2022-12-20T00:08:05.758400Z,0.700
S,2022-12-20T00:08:09.618400Z,0.352
S,2022-12-20T00:09:34.088400Z,0.187
S,2022-12-20T00:10:17.778400Z,0.544
S,2022-12-20T00:10:26.828400Z,0.840
S,2022-12-20T00:10:29.698400Z,0.239
S,2022-12-20T00:10:34.068400Z,0.866
S,2022-12-20T00:11:57.908400Z,0.138
S,2022-12-20T00:15:52.498400Z,0.147
S,2022-12-20T00:16:09.558400Z,0.910
S,2022-12-20T00:16:56.878400Z,0.945
S,2022-12-20T00:17:08.328400Z,0.802
S,2022-12-20T00:17:13.688400Z,0.778
S,2022-12-20T00:17:25.608400Z,0.231
S,2022-12-20T00:17:28.028400Z,0.503
S,2022-12-20T00:17:36.458400Z,0.216
S,2022-12-20T00:17:54.828400Z,0.191
S,2022-12-20T00:18:01.328400Z,0.303
S,2022-12-20T00:19:31.738400Z,0.133
S,2022-12-20T00:20:15.648400Z,0.705
S,2022-12-20T00:20:34.888400Z,0.825
S,2022-12-20T00:22:54.148400Z,0.397
S,2022-12-20T00:22:59.948400Z,0.280
S,2022-12-20T00:23:06.298400Z,0.807
S,2022-12-20T00:25:35.658400Z,0.724
S,2022-12-20T00:25:43.488400Z,0.765
S,2022-12-20T00:25:45.668400Z,0.700
S,2022-12-20T00:26:39.828400Z,0.163
S,2022-12-20T00:27:21.838400Z,0.758
S,2022-12-20T00:27:30.288400Z,0.323
S,2022-12-20T00:27:33.188400Z,0.318
S,2022-12-20T00:27:37.898400Z,0.206
S,2022-12-20T00:27:40.138400Z,0.198
S,2022-12-20T00:27:44.108400Z,0.354
S,2022-12-20T00:28:34.398400Z,0.210
S,2022-12-20T00:29:06.198400Z,0.668
S,2022-12-20T00:29:19.838400Z,0.169
S,2022-12-20T00:29:22.808400Z,0.139
S,2022-12-20T00:29:34.288400Z,0.956
S,2022-12-20T00:29:37.648400Z,0.134
S,2022-12-20T00:29:40.498400Z,0.118
S,2022-12-20T00:33:17.928400Z,0.133
S,2022-12-20T00:33:38.788400Z,0.824
S,2022-12-20T00:33:50.858400Z,0.104
S,2022-12-20T00:33:56.078400Z,0.953
S,2022-12-20T00:34:02.268400Z,0.650
S,2022-12-20T00:34:07.728400Z,0.577
S,2022-12-20T00:34:34.938400Z,0.390
S,2022-12-20T00:34:46.678400Z,0.691
S,2022-12-20T00:36:26.488400Z,0.350
S,2022-12-20T00:36:33.278400Z,0.150
S,2022-12-20T00:36:42.748400Z,0.114
S,2022-12-20T00:37:00.698400Z,0.255
S,2022-12-20T00:37:15.818400Z,0.563
S,2022-12-20T00:37:17.828400Z,0.232
S,2022-12-20T00:37:21.688400Z,0.372
S,2022-12-20T00:37:32.018400Z,0.934
S,2022-12-20T00:37:35.728400Z,0.150
S,2022-12-20T00:37:42.768400Z,0.122
S,2022-12-20T00:37:47.238400Z,0.321
S,2022-12-20T00:38:59.308400Z,0.785
S,2022-12-20T00:39:05.888400Z,0.130
S,2022-12-20T00:39:13.428400Z,0.385
S,2022-12-20T00:39:49.368400Z,0.111
S,2022-12-20T00:39:58.008400Z,0.196
S,2022-12-20T00:39:59.898400Z,0.259
S,2022-12-20T00:40:06.498400Z,0.755
S,2022-12-20T00:40:16.718400Z,0.398
S,2022-12-20T00:40:18.578400Z,0.447
S,2022-12-20T00:40:20.338400Z,0.108
S,2022-12-20T00:40:21.778400Z,0.423
S,2022-12-20T00:40:48.718400Z,0.101
S,2022-12-20T00:40:54.158400Z,0.115
S,2022-12-20T00:41:00.818400Z,0.192
S,2022-12-20T00:41:03.048400Z,0.347
S,2022-12-20T00:41:51.488400Z,0.182
S,2022-12-20T00:42:27.068400Z,0.301
S,2022-12-20T00:43:08.848400Z,0.343
S,2022-12-20T00:43:17.358400Z,0.101
S,2022-12-20T00:43:22.188400Z,0.207
S,2022-12-20T00:43:25.468400Z,0.288
S,2022-12-20T00:43:28.208400Z,0.595
S,2022-12-20T00:43:33.628400Z,0.741
S,2022-12-20T00:43:39.838400Z,0.659
S,2022-12-20T00:43:43.908400Z,0.118
S,2022-12-20T00:48:15.108400Z,0.176
S,2022-12-20T00:50:31.008400Z,0.115
S,2022-12-20T00:50:43.988400Z,0.116
S,2022-12-20T00:50:52.278400Z,0.259
S,2022-12-20T00:50:58.358400Z,0.105
S,2022-12-20T00:50:59.998400Z,0.773
S,2022-12-20T00:52:40.228400Z,0.765
S,2022-12-20T00:52:44.478400Z,0.774
S,2022-12-20T00:52:52.478400Z,0.213
S,2022-12-20T00:52:55.228400Z,0.233
S,2022-12-20T00:52:56.958400Z,0.173
S,2022-12-20T00:53:01.148400Z,0.547
S,2022-12-20T00:53:08.038400Z,0.137
S,2022-12-20T00:56:49.198400Z,0.103
S,2022-12-20T00:56:58.188400Z,0.316
S,2022-12-20T00:57:01.138400Z,0.102
S,2022-12-20T00:57:07.108400Z,0.230
S,2022-12-20T00:57:42.828400Z,0.863
S,2022-12-20T01:00:01.198400Z,0.102
S,2022-12-20T01:02:23.498400Z,0.169
S,2022-12-20T01:02:25.508400Z,0.848
S,2022-12-20T01:02:28.588400Z,0.146
S,2022-12-20T01:02:29.838400Z,0.242
S,2022-12-20T01:02:52.058400Z,0.431
S,2022-12-20T01:02:59.878400Z,0.893
S,2022-12-20T01:03:01.268400Z,0.101
S,2022-12-20T01:03:06.248400Z,0.360
S,2022-12-20T01:03:23.568400Z,0.756
S,2022-12-20T01:03:32.298400Z,0.421
S,2022-12-20T01:03:51.428400Z,0.321
S,2022-12-20T01:04:16.178400Z,0.840
S,2022-12-20T01:04:19.748400Z,0.116
S,2022-12-20T01:04:43.758400Z,0.261
S,2022-12-20T01:05:50.818400Z,0.181
S,2022-12-20T01:07:18.518400Z,0.197
S,2022-12-20T01:07:20.388400Z,0.242
S,2022-12-20T01:07:23.218400Z,0.282
S,2022-12-20T01:07:24.398400Z,0.121
S,2022-12-20T01:07:26.608400Z,0.241
S,2022-12-20T01:07:31.128400Z,0.315
S,2022-12-20T01:07:34.858400Z,0.195
S,2022-12-20T01:07:36.978400Z,0.296
S,2022-12-20T01:13:22.918400Z,0.404
S,2022-12-20T01:13:24.558400Z,0.427
S,2022-12-20T01:13:32.608400Z,0.682
S,2022-12-20T01:13:36.168400Z,0.170
S,2022-12-20T01:13:52.348400Z,0.354
S,2022-12-20T01:14:18.218400Z,0.674
S,2022-12-20T01:14:31.498400Z,0.134
S,2022-12-20T01:17:59.218400Z,0.974
S,2022-12-20T01:18:07.828400Z,0.788
S,2022-12-20T01:18:23.498400Z,0.182
S,2022-12-20T01:18:37.918400Z,0.226
S,2022-12-20T01:18:46.428400Z,0.167
S,2022-12-20T01:19:20.048400Z,0.104
S,2022-12-20T01:19:33.058400Z,0.215
S,2022-12-20T01:19:47.418400Z,0.118
S,2022-12-20T01:19:50.298400Z,0.360
S,2022-12-20T01:20:13.268400Z,0.573
S,2022-12-20T01:20:17.748400Z,0.170
S,2022-12-20T01:20:18.758400Z,0.621
S,2022-12-20T01:20:20.468400Z,0.104
S,2022-12-20T01:20:28.338400Z,0.166
S,2022-12-20T01:20:30.388400Z,0.184
S,2022-12-20T01:20:36.568400Z,0.112
S,2022-12-20T01:21:00.558400Z,0.392
S,2022-12-20T01:21:36.128400Z,0.168
S,2022-12-20T01:21:41.988400Z,0.102
S,2022-12-20T01:22:23.548400Z,0.237
S,2022-12-20T01:22:51.638400Z,0.913
S,2022-12-20T01:22:56.758400Z,0.624
S,2022-12-20T01:23:25.008400Z,0.172
S,2022-12-20T01:23:36.618400Z,0.174
S,2022-12-20T01:23:50.888400Z,0.308
S,2022-12-20T01:24:22.008400Z,0.548
S,2022-12-20T01:25:31.608400Z,0.153
S,2022-12-20T01:25:39.098400Z,0.957
S,2022-12-20T01:26:44.048400Z,0.121
S,2022-12-20T01:27:23.038400Z,0.208
S,2022-12-20T01:27:31.648400Z,0.557
S,2022-12-20T01:27:55.748400Z,0.190
S,2022-12-20T01:36:31.928400Z,0.255
S,2022-12-20T01:36:39.658400Z,0.915
S,2022-12-20T01:36:41.998400Z,0.467
S,2022-12-20T01:36:49.198400Z,0.229
S,2022-12-20T01:36:52.538400Z,0.487
S,2022-12-20T01:37:02.108400Z,0.129
S,2022-12-20T01:37:06.088400Z,0.192
S,2022-12-20T01:42:39.718400Z,0.191
S,2022-12-20T01:47:45.578400Z,0.184
S,2022-12-20T01:49:31.308400Z,0.250
S,2022-12-20T01:54:49.748400Z,0.952
S,2022-12-20T01:57:02.348400Z,0.179
S,2022-12-20T01:58:53.238400Z,0.121
S,2022-12-20T02:05:53.698400Z,0.113
S,2022-12-20T02:08:32.478400Z,0.181
S,2022-12-20T02:12:55.968400Z,0.412
S,2022-12-20T02:12:57.838400Z,0.421
S,2022-12-20T02:13:00.288400Z,0.738
S,2022-12-20T02:13:10.068400Z,0.622
S,2022-12-20T02:13:12.848400Z,0.143
S,2022-12-20T02:13:35.778400Z,0.219
S,2022-12-20T02:15:29.888400Z,0.720
S,2022-12-20T02:15:30.898400Z,0.193
S,2022-12-20T02:15:34.618400Z,0.193
S,2022-12-20T02:15:41.048400Z,0.136
S,2022-12-20T02:15:43.588400Z,0.206
S,2022-12-20T02:15:49.538400Z,0.291
S,2022-12-20T02:19:07.898400Z,0.134
S,2022-12-20T02:19:13.668400Z,0.382
S,2022-12-20T02:22:58.398400Z,0.106
S,2022-12-20T02:25:05.768400Z,0.178
S,2022-12-20T02:34:02.858400Z,0.129
S,2022-12-20T02:44:58.108400Z,0.126
S,2022-12-20T02:45:01.918400Z,0.124
S,2022-12-20T02:45:33.318400Z,0.109
S,2022-12-20T02:47:30.088400Z,0.779
S,2022-12-20T02:47:38.008400Z,0.153
S,2022-12-20T02:47:45.218400Z,0.520
S,2022-12-20T02:48:04.258400Z,0.863
S,2022-12-20T02:48:23.848400Z,0.327
S,2022-12-20T02:48:43.598400Z,0.172
S,2022-12-20T02:48:46.418400Z,0.298
S,2022-12-20T02:48:59.138400Z,0.347
S,2022-12-20T02:49:03.548400Z,0.387
S,2022-12-20T02:49:06.988400Z,0.654
S,2022-12-20T02:50:03.398400Z,0.247
S,2022-12-20T02:52:28.258400Z,0.175
S,2022-12-20T02:55:33.098400Z,0.141
S,2022-12-20T02:55:40.158400Z,0.979
S,2022-12-20T02:57:59.298400Z,0.179
S,2022-12-20T02:58:19.268400Z,0.129
S,2022-12-20T02:59:03.188400Z,0.396
S,2022-12-20T03:02:27.628400Z,0.151
S,2022-12-20T03:03:16.538400Z,0.929
S,2022-12-20T03:03:54.138400Z,0.173
S,2022-12-20T03:03:56.218400Z,0.905
S,2022-12-20T03:05:38.688400Z,0.410
S,2022-12-20T03:07:08.528400Z,0.990
S,2022-12-20T03:08:50.098400Z,0.184
S,2022-12-20T03:09:13.208400Z,0.271
S,2022-12-20T03:09:16.408400Z,0.340
S,2022-12-20T03:09:37.328400Z,0.103
S,2022-12-20T03:18:37.478400Z,0.881
S,2022-12-20T03:18:38.578400Z,0.597
S,2022-12-20T03:21:09.558400Z,0.379
S,2022-12-20T03:24:28.868400Z,0.232
S,2022-12-20T03:26:17.738400Z,0.124
S,2022-12-20T03:26:34.028400Z,0.165
S,2022-12-20T03:27:04.038400Z,0.312
S,2022-12-20T03:28:15.048400Z,0.885
S,2022-12-20T03:28:23.378400Z,0.633
S,2022-12-20T03:28:25.428400Z,0.516
S,2022-12-20T03:28:28.818400Z,0.774
S,2022-12-20T03:28:56.158400Z,0.754
S,2022-12-20T03:29:02.068400Z,0.777
S,2022-12-20T03:29:14.358400Z,0.698
S,2022-12-20T03:29:34.818400Z,0.178
S,2022-12-20T03:29:36.268400Z,0.113
S,2022-12-20T03:30:24.688400Z,0.515
S,2022-12-20T03:30:34.208400Z,0.108
S,2022-12-20T03:34:06.028400Z,0.195
S,2022-12-20T03:38:44.758400Z,0.178
S,2022-12-20T03:41:04.148400Z,0.192
S,2022-12-20T03:44:42.668400Z,0.110
S,2022-12-20T03:44:46.958400Z,0.344
S,2022-12-20T03:45:04.398400Z,0.848
S,2022-12-20T03:45:15.398400Z,0.274
